Amount,Classification_Tag,Status,Year,Month,Day,Hour,DayOfWeek
3856.87,Bill_Payments,Completed,2024,1,10,13,Wednesday
7321.31,Pre_Funding,Completed,2024,1,18,18,Thursday
9982.09,Transfers,Cancelled,2024,2,7,1,Wednesday
1691.39,Withdrawals,Pending,2024,1,1,6,Monday
7908.41,Bill_Payments,Completed,2024,1,3,1,Wednesday
9809.49,Withdrawals,Cancelled,2024,1,4,14,Thursday
3953.08,Card_Payments,Completed,2024,1,10,16,Wednesday
2103.88,Bill_Payments,Cancelled,2024,1,20,3,Saturday
1910.34,Pre_Funding,Completed,2024,1,23,22,Tuesday
4776.68,Bill_Payments,Completed,2024,1,1,6,Monday
4977.64,Withdrawals,Refunded,2024,1,21,9,Sunday
3430.99,Card_Payments,Completed,2024,1,20,16,Saturday
3008.06,Pre_Funding,Completed,2024,2,25,20,Sunday
6314.67,Transfers,Chargeback,2024,2,8,13,Thursday
2976.52,Transfers,Completed,2024,1,4,13,Thursday
1026.86,Bill_Payments,Completed,2024,1,21,1,Sunday
4613.53,Card_Payments,Completed,2024,1,17,20,Wednesday
5209.28,Transfers,Completed,2024,1,8,1,Monday
5050.03,Pre_Funding,Completed,2024,2,17,6,Saturday
747.69,Transfers,Completed,2024,1,22,4,Monday
6743.79,Card_Payments,Completed,2024,1,21,10,Sunday
8682.9,Card_Payments,Completed,2024,1,2,20,Tuesday
837.1,Transfers,Completed,2024,1,23,0,Tuesday
6180.92,Card_Payments,Completed,2024,2,8,8,Thursday
3687.36,Withdrawals,Pending,2024,1,31,4,Wednesday
6256.18,Transfers,Completed,2024,2,5,6,Monday
2399.01,Transfers,Completed,2024,2,25,0,Sunday
2561.68,Transfers,Completed,2024,1,20,18,Saturday
946.44,Card_Payments,Completed,2024,1,11,15,Thursday
6980.04,Pre_Funding,Completed,2024,3,1,15,Friday
9752.06,Transfers,Completed,2024,1,30,23,Tuesday
9709.4,Pre_Funding,Completed,2024,2,4,16,Sunday
8766.4,Transfers,Completed,2024,1,5,3,Friday
8185.42,Pre_Funding,Completed,2024,2,26,0,Monday
4797.6,Pre_Funding,Completed,2024,1,5,19,Friday
9204.5,Pre_Funding,Completed,2024,2,12,18,Monday
4976.04,Bill_Payments,Completed,2024,1,5,2,Friday
5530.22,Bill_Payments,Pending,2024,2,10,8,Saturday
315.59,Bill_Payments,Completed,2024,1,6,16,Saturday
2198.48,Transfers,Completed,2024,1,26,0,Friday
400.0,Pre_Funding,Completed,2024,1,26,13,Friday
7013.65,Card_Payments,Completed,2024,1,6,1,Saturday
2491.81,Transfers,Completed,2024,2,16,17,Friday
4732.48,Pre_Funding,Refunded,2024,2,23,18,Friday
2334.79,Transfers,Completed,2024,2,9,12,Friday
5846.95,Transfers,Completed,2024,2,3,16,Saturday
8573.64,Withdrawals,Completed,2024,2,14,5,Wednesday
7384.08,Pre_Funding,Completed,2024,2,20,18,Tuesday
4367.69,Bill_Payments,Pending,2024,1,30,5,Tuesday
7117.41,Card_Payments,Completed,2024,2,14,18,Wednesday
1648.02,Card_Payments,Completed,2024,1,10,11,Wednesday
4011.81,Withdrawals,Pending,2024,1,30,22,Tuesday
8611.66,Pre_Funding,Completed,2024,1,4,10,Thursday
4982.21,Pre_Funding,Completed,2024,2,5,18,Monday
9610.75,Bill_Payments,Completed,2024,1,27,20,Saturday
3721.75,Withdrawals,Pending,2024,2,9,6,Friday
5043.49,Withdrawals,Completed,2024,2,28,3,Wednesday
4641.85,Transfers,Completed,2024,3,1,19,Friday
6171.86,Withdrawals,Completed,2024,2,14,12,Wednesday
6979.41,Bill_Payments,Completed,2024,1,30,19,Tuesday
1279.6,Withdrawals,Cancelled,2024,2,17,8,Saturday
314.77,Pre_Funding,Pending,2024,1,11,1,Thursday
2841.94,Bill_Payments,Completed,2024,2,27,3,Tuesday
5085.28,Card_Payments,Completed,2024,1,29,14,Monday
2367.75,Transfers,Completed,2024,1,31,23,Wednesday
8088.0,Withdrawals,Completed,2024,1,27,13,Saturday
4236.45,Withdrawals,Completed,2024,2,5,14,Monday
2806.63,Withdrawals,Completed,2024,1,5,5,Friday
6538.52,Transfers,Completed,2024,2,11,20,Sunday
8043.95,Card_Payments,Completed,2024,2,2,5,Friday
775.55,Withdrawals,Completed,2024,2,9,4,Friday
1677.39,Transfers,Completed,2024,1,26,1,Friday
3871.77,Withdrawals,Pending,2024,2,20,10,Tuesday
4364.07,Pre_Funding,Completed,2024,1,24,16,Wednesday
8805.38,Transfers,Chargeback,2024,2,29,8,Thursday
6895.65,Card_Payments,Completed,2024,2,21,5,Wednesday
1726.29,Card_Payments,Completed,2024,2,9,7,Friday
8754.35,Transfers,Chargeback,2024,2,5,16,Monday
4326.75,Pre_Funding,Completed,2024,2,2,18,Friday
2135.38,Transfers,Completed,2024,2,20,8,Tuesday
5718.17,Pre_Funding,Completed,2024,1,25,11,Thursday
9691.15,Transfers,Completed,2024,2,7,0,Wednesday
1395.54,Pre_Funding,Completed,2024,2,18,23,Sunday
1397.66,Pre_Funding,Cancelled,2024,1,12,9,Friday
5860.35,Transfers,Completed,2024,2,23,9,Friday
104.57,Bill_Payments,Completed,2024,2,4,8,Sunday
582.67,Transfers,Completed,2024,1,24,14,Wednesday
4709.49,Transfers,Completed,2024,2,26,4,Monday
1617.16,Card_Payments,Completed,2024,1,1,14,Monday
3571.76,Transfers,Completed,2024,1,10,5,Wednesday
4739.44,Card_Payments,Completed,2024,1,12,9,Friday
9882.16,Pre_Funding,Completed,2024,1,14,22,Sunday
9786.02,Bill_Payments,Completed,2024,1,12,1,Friday
2900.07,Card_Payments,Cancelled,2024,2,10,6,Saturday
8472.02,Bill_Payments,Completed,2024,2,27,12,Tuesday
1611.54,Transfers,Completed,2024,2,14,22,Wednesday
1836.5,Pre_Funding,Completed,2024,1,6,1,Saturday
2923.5,Transfers,Completed,2024,2,18,2,Sunday
5930.52,Transfers,Completed,2024,1,5,23,Friday
3849.34,Card_Payments,Completed,2024,2,1,5,Thursday
316.31,Bill_Payments,Completed,2024,2,14,17,Wednesday
9975.52,Bill_Payments,Completed,2024,1,16,22,Tuesday
4736.64,Withdrawals,Pending,2024,2,3,17,Saturday
260.72,Card_Payments,Completed,2024,1,30,0,Tuesday
3215.02,Bill_Payments,Completed,2024,1,26,22,Friday
8742.87,Pre_Funding,Completed,2024,2,17,13,Saturday
2197.54,Withdrawals,Completed,2024,1,20,4,Saturday
6238.89,Withdrawals,Completed,2024,1,21,8,Sunday
3363.52,Card_Payments,Completed,2024,1,20,11,Saturday
1346.77,Transfers,Completed,2024,1,18,3,Thursday
7349.54,Pre_Funding,Completed,2024,2,11,1,Sunday
371.7,Transfers,Pending,2024,1,22,22,Monday
2678.74,Bill_Payments,Completed,2024,2,22,1,Thursday
3951.05,Bill_Payments,Completed,2024,3,1,12,Friday
3705.0,Bill_Payments,Completed,2024,1,5,22,Friday
7711.35,Pre_Funding,Completed,2024,1,16,9,Tuesday
3786.75,Withdrawals,Pending,2024,2,23,5,Friday
2903.25,Card_Payments,Pending,2024,2,15,18,Thursday
7766.06,Withdrawals,Completed,2024,2,4,12,Sunday
7846.66,Pre_Funding,Pending,2024,1,30,1,Tuesday
6437.73,Withdrawals,Completed,2024,1,13,17,Saturday
5710.59,Withdrawals,Completed,2024,1,5,19,Friday
247.44,Bill_Payments,Completed,2024,2,2,20,Friday
9576.9,Pre_Funding,Completed,2024,3,1,23,Friday
3458.73,Pre_Funding,Completed,2024,3,1,2,Friday
5294.34,Withdrawals,Completed,2024,2,6,18,Tuesday
5169.41,Pre_Funding,Completed,2024,2,24,13,Saturday
1718.18,Bill_Payments,Completed,2024,1,5,17,Friday
2420.27,Pre_Funding,Completed,2024,1,10,2,Wednesday
8212.98,Pre_Funding,Completed,2024,1,23,2,Tuesday
3677.77,Transfers,Pending,2024,2,29,23,Thursday
3170.95,Withdrawals,Completed,2024,1,22,3,Monday
315.72,Transfers,Completed,2024,1,23,9,Tuesday
3017.49,Card_Payments,Completed,2024,1,12,19,Friday
5729.61,Withdrawals,Pending,2024,1,10,0,Wednesday
7799.46,Transfers,Completed,2024,2,20,18,Tuesday
5429.52,Withdrawals,Completed,2024,2,9,9,Friday
1810.09,Bill_Payments,Completed,2024,2,25,11,Sunday
5471.99,Bill_Payments,Completed,2024,2,3,12,Saturday
8087.87,Transfers,Completed,2024,1,14,17,Sunday
119.83,Pre_Funding,Completed,2024,2,4,1,Sunday
5248.8,Withdrawals,Completed,2024,1,13,11,Saturday
6072.35,Bill_Payments,Chargeback,2024,2,17,1,Saturday
4886.31,Bill_Payments,Completed,2024,3,1,11,Friday
5870.11,Withdrawals,Completed,2024,1,11,1,Thursday
5152.18,Withdrawals,Completed,2024,1,3,23,Wednesday
9445.2,Card_Payments,Completed,2024,1,7,1,Sunday
8398.17,Withdrawals,Completed,2024,2,29,2,Thursday
6310.29,Bill_Payments,Completed,2024,1,17,15,Wednesday
3750.06,Transfers,Pending,2024,1,6,2,Saturday
365.05,Pre_Funding,Completed,2024,2,18,9,Sunday
9316.26,Bill_Payments,Completed,2024,1,22,9,Monday
2528.04,Withdrawals,Completed,2024,2,18,16,Sunday
2286.62,Transfers,Completed,2024,1,25,12,Thursday
4801.13,Transfers,Completed,2024,1,5,5,Friday
4287.54,Withdrawals,Completed,2024,1,28,18,Sunday
7663.47,Withdrawals,Completed,2024,2,5,21,Monday
3613.87,Transfers,Completed,2024,2,24,16,Saturday
9478.68,Pre_Funding,Completed,2024,1,15,12,Monday
5439.39,Transfers,Completed,2024,2,16,11,Friday
7643.01,Bill_Payments,Completed,2024,2,23,20,Friday
9515.93,Withdrawals,Completed,2024,1,27,1,Saturday
9422.04,Transfers,Completed,2024,2,21,7,Wednesday
9672.82,Withdrawals,Pending,2024,2,29,15,Thursday
6099.96,Card_Payments,Completed,2024,2,8,18,Thursday
7183.49,Pre_Funding,Completed,2024,1,31,3,Wednesday
2864.75,Transfers,Cancelled,2024,1,24,3,Wednesday
5250.07,Withdrawals,Completed,2024,2,17,20,Saturday
7692.21,Pre_Funding,Completed,2024,1,10,4,Wednesday
5828.29,Pre_Funding,Completed,2024,1,9,9,Tuesday
7006.2,Withdrawals,Completed,2024,1,16,0,Tuesday
3374.85,Bill_Payments,Completed,2024,1,6,10,Saturday
8893.11,Pre_Funding,Completed,2024,1,19,5,Friday
9849.63,Pre_Funding,Completed,2024,2,12,17,Monday
7447.8,Pre_Funding,Completed,2024,2,14,9,Wednesday
8125.44,Transfers,Completed,2024,2,10,4,Saturday
4920.03,Withdrawals,Completed,2024,2,9,1,Friday
880.25,Bill_Payments,Completed,2024,2,3,20,Saturday
1631.16,Withdrawals,Completed,2024,1,31,15,Wednesday
9364.56,Bill_Payments,Completed,2024,2,13,3,Tuesday
4151.53,Card_Payments,Completed,2024,1,13,14,Saturday
8060.35,Bill_Payments,Pending,2024,1,26,15,Friday
282.12,Withdrawals,Completed,2024,2,6,7,Tuesday
6801.39,Transfers,Completed,2024,1,8,12,Monday
4527.29,Card_Payments,Completed,2024,1,30,22,Tuesday
8891.2,Pre_Funding,Completed,2024,1,21,7,Sunday
4614.45,Bill_Payments,Completed,2024,1,6,3,Saturday
5722.23,Bill_Payments,Completed,2024,2,9,17,Friday
2779.21,Bill_Payments,Completed,2024,1,16,12,Tuesday
9076.22,Card_Payments,Chargeback,2024,2,21,1,Wednesday
9092.39,Bill_Payments,Completed,2024,2,11,1,Sunday
2438.25,Withdrawals,Completed,2024,1,3,15,Wednesday
6998.34,Bill_Payments,Completed,2024,1,11,10,Thursday
1578.97,Bill_Payments,Completed,2024,1,18,7,Thursday
8111.24,Transfers,Completed,2024,1,18,0,Thursday
8838.04,Pre_Funding,Completed,2024,2,21,8,Wednesday
8130.31,Pre_Funding,Completed,2024,1,30,13,Tuesday
2639.84,Bill_Payments,Completed,2024,1,6,5,Saturday
3229.96,Bill_Payments,Completed,2024,1,11,15,Thursday
9616.56,Card_Payments,Completed,2024,1,30,11,Tuesday
6991.37,Transfers,Completed,2024,2,23,6,Friday
7500.96,Card_Payments,Completed,2024,2,17,20,Saturday
3921.86,Transfers,Completed,2024,1,18,21,Thursday
7191.57,Withdrawals,Chargeback,2024,1,14,16,Sunday
3068.61,Withdrawals,Completed,2024,2,28,17,Wednesday
7135.14,Card_Payments,Pending,2024,1,6,17,Saturday
6617.13,Pre_Funding,Refunded,2024,2,11,20,Sunday
4541.41,Withdrawals,Completed,2024,2,9,9,Friday
5291.2,Transfers,Completed,2024,2,10,9,Saturday
8128.06,Bill_Payments,Completed,2024,2,19,6,Monday
3210.11,Transfers,Completed,2024,2,17,1,Saturday
3102.62,Card_Payments,Completed,2024,2,20,6,Tuesday
3230.26,Bill_Payments,Completed,2024,1,21,14,Sunday
9110.11,Withdrawals,Completed,2024,1,31,23,Wednesday
5248.58,Transfers,Completed,2024,1,27,5,Saturday
9995.43,Card_Payments,Completed,2024,2,21,12,Wednesday
8354.61,Transfers,Completed,2024,1,12,8,Friday
2374.65,Card_Payments,Completed,2024,2,1,1,Thursday
6756.2,Pre_Funding,Completed,2024,2,19,20,Monday
8347.05,Bill_Payments,Completed,2024,2,5,21,Monday
9878.17,Transfers,Completed,2024,1,26,11,Friday
3766.57,Pre_Funding,Completed,2024,1,23,5,Tuesday
28.92,Withdrawals,Completed,2024,1,30,6,Tuesday
3717.83,Pre_Funding,Completed,2024,2,22,20,Thursday
7950.71,Transfers,Completed,2024,2,20,6,Tuesday
1908.84,Transfers,Completed,2024,2,5,15,Monday
4459.11,Bill_Payments,Completed,2024,2,16,16,Friday
3156.1,Card_Payments,Completed,2024,2,12,9,Monday
4591.13,Pre_Funding,Completed,2024,1,27,19,Saturday
3119.62,Transfers,Completed,2024,2,28,14,Wednesday
6096.62,Withdrawals,Completed,2024,2,14,16,Wednesday
6720.4,Bill_Payments,Pending,2024,2,22,6,Thursday
4725.82,Transfers,Completed,2024,1,10,0,Wednesday
4720.78,Card_Payments,Completed,2024,2,1,13,Thursday
8990.12,Withdrawals,Refunded,2024,2,18,1,Sunday
1084.49,Bill_Payments,Completed,2024,1,1,18,Monday
3121.98,Transfers,Pending,2024,1,4,20,Thursday
1582.15,Card_Payments,Pending,2024,1,11,10,Thursday
6441.22,Withdrawals,Completed,2024,2,8,17,Thursday
4832.66,Bill_Payments,Completed,2024,2,18,6,Sunday
3661.26,Card_Payments,Completed,2024,1,24,1,Wednesday
6096.81,Pre_Funding,Completed,2024,2,13,10,Tuesday
4811.29,Pre_Funding,Pending,2024,2,21,4,Wednesday
712.17,Pre_Funding,Completed,2024,2,19,11,Monday
1018.8,Transfers,Pending,2024,2,10,4,Saturday
5040.22,Withdrawals,Completed,2024,1,12,8,Friday
6018.45,Transfers,Cancelled,2024,2,9,19,Friday
1554.26,Card_Payments,Completed,2024,1,17,15,Wednesday
7109.85,Withdrawals,Completed,2024,2,9,4,Friday
282.86,Bill_Payments,Completed,2024,1,22,16,Monday
7849.53,Pre_Funding,Completed,2024,1,27,14,Saturday
1140.74,Card_Payments,Completed,2024,1,27,12,Saturday
6911.01,Transfers,Completed,2024,1,17,10,Wednesday
1117.55,Withdrawals,Completed,2024,1,22,0,Monday
2765.11,Pre_Funding,Refunded,2024,1,9,1,Tuesday
5844.33,Transfers,Chargeback,2024,2,29,9,Thursday
3159.6,Bill_Payments,Pending,2024,2,29,23,Thursday
5146.24,Bill_Payments,Completed,2024,2,21,16,Wednesday
2105.35,Transfers,Completed,2024,1,16,0,Tuesday
2013.28,Withdrawals,Completed,2024,2,6,13,Tuesday
3571.79,Transfers,Completed,2024,1,21,1,Sunday
1752.65,Pre_Funding,Completed,2024,1,28,22,Sunday
1535.97,Withdrawals,Refunded,2024,1,8,10,Monday
1041.43,Bill_Payments,Completed,2024,1,31,23,Wednesday
8047.95,Bill_Payments,Completed,2024,1,28,5,Sunday
9362.48,Card_Payments,Completed,2024,1,23,12,Tuesday
7393.4,Card_Payments,Completed,2024,2,15,7,Thursday
437.93,Pre_Funding,Pending,2024,3,1,10,Friday
6698.74,Withdrawals,Completed,2024,1,11,16,Thursday
8493.65,Pre_Funding,Completed,2024,1,23,23,Tuesday
8830.08,Pre_Funding,Completed,2024,1,19,17,Friday
4673.55,Transfers,Completed,2024,1,14,23,Sunday
6050.46,Bill_Payments,Completed,2024,2,17,7,Saturday
6420.35,Transfers,Pending,2024,2,4,13,Sunday
4989.54,Card_Payments,Pending,2024,1,28,2,Sunday
8604.97,Pre_Funding,Completed,2024,2,6,9,Tuesday
58.25,Bill_Payments,Pending,2024,1,6,5,Saturday
9460.26,Bill_Payments,Completed,2024,2,10,11,Saturday
6363.89,Bill_Payments,Cancelled,2024,2,19,14,Monday
2386.67,Card_Payments,Completed,2024,2,2,0,Friday
4023.7,Card_Payments,Completed,2024,2,19,12,Monday
7723.22,Withdrawals,Completed,2024,2,26,11,Monday
1000.05,Withdrawals,Completed,2024,3,1,9,Friday
8250.66,Bill_Payments,Pending,2024,1,26,3,Friday
7894.38,Pre_Funding,Completed,2024,1,21,14,Sunday
5411.12,Withdrawals,Pending,2024,1,25,1,Thursday
3759.25,Transfers,Completed,2024,1,16,0,Tuesday
4496.46,Transfers,Pending,2024,2,24,3,Saturday
3385.51,Transfers,Completed,2024,1,21,0,Sunday
4883.43,Withdrawals,Completed,2024,1,24,21,Wednesday
9081.85,Card_Payments,Completed,2024,2,22,20,Thursday
8364.73,Withdrawals,Completed,2024,1,1,0,Monday
6148.98,Bill_Payments,Completed,2024,1,9,21,Tuesday
9634.74,Card_Payments,Cancelled,2024,1,29,3,Monday
957.81,Bill_Payments,Completed,2024,2,27,6,Tuesday
8040.96,Pre_Funding,Pending,2024,1,21,6,Sunday
8007.71,Card_Payments,Completed,2024,2,9,7,Friday
5956.56,Transfers,Completed,2024,2,21,9,Wednesday
9653.16,Card_Payments,Completed,2024,1,17,13,Wednesday
6891.75,Bill_Payments,Completed,2024,1,11,5,Thursday
1760.11,Bill_Payments,Completed,2024,1,18,3,Thursday
5436.02,Bill_Payments,Pending,2024,2,12,17,Monday
607.07,Bill_Payments,Completed,2024,1,5,6,Friday
4322.99,Bill_Payments,Pending,2024,1,17,15,Wednesday
4513.16,Card_Payments,Completed,2024,2,17,16,Saturday
4419.61,Transfers,Completed,2024,1,8,12,Monday
9443.1,Card_Payments,Completed,2024,2,27,22,Tuesday
1020.99,Pre_Funding,Completed,2024,1,6,18,Saturday
4386.8,Transfers,Chargeback,2024,1,21,19,Sunday
3717.82,Card_Payments,Completed,2024,1,22,17,Monday
9294.54,Card_Payments,Completed,2024,1,2,15,Tuesday
9800.34,Pre_Funding,Completed,2024,2,2,8,Friday
1911.48,Transfers,Completed,2024,1,28,1,Sunday
5333.4,Withdrawals,Completed,2024,1,30,21,Tuesday
5949.23,Pre_Funding,Completed,2024,1,17,21,Wednesday
3877.36,Pre_Funding,Completed,2024,1,31,14,Wednesday
1882.63,Card_Payments,Pending,2024,1,6,22,Saturday
3591.0,Card_Payments,Completed,2024,1,8,17,Monday
3047.02,Pre_Funding,Cancelled,2024,2,29,6,Thursday
8470.92,Pre_Funding,Completed,2024,2,25,16,Sunday
4133.41,Withdrawals,Pending,2024,2,22,3,Thursday
2638.81,Withdrawals,Pending,2024,2,15,21,Thursday
9808.34,Pre_Funding,Refunded,2024,2,4,8,Sunday
9482.58,Transfers,Completed,2024,1,3,2,Wednesday
2619.14,Card_Payments,Completed,2024,2,19,17,Monday
8059.27,Card_Payments,Completed,2024,2,23,23,Friday
1683.1,Bill_Payments,Completed,2024,1,12,2,Friday
3605.92,Bill_Payments,Completed,2024,1,24,20,Wednesday
6084.17,Pre_Funding,Completed,2024,1,6,4,Saturday
6475.48,Pre_Funding,Chargeback,2024,2,21,9,Wednesday
7826.48,Transfers,Pending,2024,1,28,17,Sunday
4310.55,Bill_Payments,Cancelled,2024,2,24,4,Saturday
7398.13,Bill_Payments,Completed,2024,2,29,13,Thursday
5225.01,Pre_Funding,Completed,2024,1,20,22,Saturday
5683.74,Bill_Payments,Completed,2024,1,27,8,Saturday
9601.09,Pre_Funding,Completed,2024,1,4,0,Thursday
651.37,Withdrawals,Refunded,2024,1,19,14,Friday
6235.98,Bill_Payments,Completed,2024,3,1,6,Friday
9207.98,Card_Payments,Cancelled,2024,2,6,7,Tuesday
1610.13,Pre_Funding,Completed,2024,2,16,20,Friday
4777.63,Transfers,Pending,2024,1,13,22,Saturday
6779.04,Card_Payments,Completed,2024,2,7,23,Wednesday
2155.17,Bill_Payments,Completed,2024,1,3,14,Wednesday
9263.01,Bill_Payments,Completed,2024,1,4,14,Thursday
9052.78,Card_Payments,Completed,2024,2,26,14,Monday
3052.38,Bill_Payments,Completed,2024,1,19,23,Friday
958.58,Pre_Funding,Completed,2024,2,19,12,Monday
5983.75,Card_Payments,Completed,2024,1,6,4,Saturday
3295.01,Card_Payments,Completed,2024,1,3,16,Wednesday
743.89,Withdrawals,Completed,2024,1,27,12,Saturday
1799.03,Bill_Payments,Completed,2024,1,24,13,Wednesday
2432.9,Bill_Payments,Completed,2024,1,14,12,Sunday
9329.69,Transfers,Completed,2024,1,18,2,Thursday
766.19,Card_Payments,Pending,2024,1,14,13,Sunday
1256.13,Withdrawals,Completed,2024,2,16,6,Friday
1415.18,Transfers,Completed,2024,2,12,23,Monday
7636.84,Transfers,Completed,2024,2,6,4,Tuesday
9306.12,Bill_Payments,Completed,2024,1,27,11,Saturday
3758.21,Transfers,Completed,2024,2,20,3,Tuesday
2651.11,Transfers,Completed,2024,2,13,7,Tuesday
6705.22,Transfers,Completed,2024,1,4,18,Thursday
3630.96,Withdrawals,Completed,2024,2,3,4,Saturday
3569.96,Pre_Funding,Cancelled,2024,1,11,23,Thursday
174.79,Transfers,Completed,2024,1,23,10,Tuesday
5780.33,Withdrawals,Pending,2024,2,10,9,Saturday
7309.0,Card_Payments,Completed,2024,2,14,20,Wednesday
9484.08,Pre_Funding,Pending,2024,1,30,22,Tuesday
311.65,Transfers,Completed,2024,1,13,0,Saturday
2721.72,Bill_Payments,Completed,2024,1,12,18,Friday
2354.26,Transfers,Refunded,2024,2,9,16,Friday
6763.0,Card_Payments,Cancelled,2024,1,23,2,Tuesday
2121.88,Transfers,Pending,2024,2,29,7,Thursday
9470.0,Transfers,Completed,2024,2,18,19,Sunday
8853.94,Pre_Funding,Pending,2024,1,15,7,Monday
5920.09,Transfers,Completed,2024,1,21,10,Sunday
2273.16,Pre_Funding,Completed,2024,1,25,23,Thursday
6304.28,Pre_Funding,Completed,2024,2,18,3,Sunday
3811.2,Transfers,Completed,2024,1,26,2,Friday
4583.55,Card_Payments,Completed,2024,1,16,16,Tuesday
9217.68,Transfers,Completed,2024,1,8,3,Monday
3463.28,Bill_Payments,Completed,2024,1,23,13,Tuesday
5841.76,Transfers,Completed,2024,1,14,17,Sunday
9887.22,Bill_Payments,Refunded,2024,1,11,8,Thursday
2630.44,Withdrawals,Completed,2024,1,7,15,Sunday
8036.03,Card_Payments,Completed,2024,2,19,4,Monday
556.26,Transfers,Completed,2024,2,25,13,Sunday
2229.63,Card_Payments,Completed,2024,2,19,7,Monday
7195.07,Card_Payments,Completed,2024,2,3,15,Saturday
3791.38,Bill_Payments,Completed,2024,1,28,16,Sunday
8466.21,Pre_Funding,Cancelled,2024,2,10,23,Saturday
8330.13,Card_Payments,Completed,2024,1,9,11,Tuesday
5765.76,Transfers,Completed,2024,2,8,7,Thursday
4966.49,Pre_Funding,Completed,2024,2,1,15,Thursday
2362.98,Withdrawals,Completed,2024,1,8,15,Monday
7545.28,Withdrawals,Completed,2024,2,27,22,Tuesday
511.83,Card_Payments,Completed,2024,1,21,4,Sunday
5440.66,Transfers,Completed,2024,1,25,15,Thursday
5543.42,Card_Payments,Cancelled,2024,2,19,1,Monday
3992.72,Bill_Payments,Chargeback,2024,1,14,7,Sunday
1105.51,Bill_Payments,Completed,2024,2,3,22,Saturday
6628.52,Card_Payments,Completed,2024,1,25,19,Thursday
3890.46,Withdrawals,Pending,2024,1,8,16,Monday
4060.77,Card_Payments,Completed,2024,2,20,20,Tuesday
6959.68,Pre_Funding,Completed,2024,2,5,3,Monday
9285.41,Pre_Funding,Completed,2024,2,12,19,Monday
8526.94,Pre_Funding,Completed,2024,2,8,9,Thursday
3527.55,Pre_Funding,Completed,2024,2,1,6,Thursday
9757.66,Card_Payments,Completed,2024,2,14,12,Wednesday
9222.65,Pre_Funding,Pending,2024,1,18,3,Thursday
3535.99,Bill_Payments,Completed,2024,2,26,2,Monday
7293.53,Withdrawals,Completed,2024,1,9,13,Tuesday
1812.58,Bill_Payments,Chargeback,2024,1,29,10,Monday
9008.35,Withdrawals,Completed,2024,2,19,4,Monday
1993.06,Card_Payments,Completed,2024,1,14,3,Sunday
656.83,Withdrawals,Cancelled,2024,2,29,7,Thursday
2523.46,Withdrawals,Completed,2024,3,1,18,Friday
2389.82,Card_Payments,Refunded,2024,1,11,13,Thursday
9306.12,Pre_Funding,Completed,2024,2,5,10,Monday
6981.95,Transfers,Pending,2024,1,20,7,Saturday
4922.08,Transfers,Completed,2024,1,25,18,Thursday
1230.47,Transfers,Pending,2024,2,20,7,Tuesday
2366.55,Bill_Payments,Completed,2024,1,14,6,Sunday
4444.72,Transfers,Completed,2024,1,7,17,Sunday
9550.02,Transfers,Completed,2024,2,24,15,Saturday
4294.03,Pre_Funding,Chargeback,2024,1,30,3,Tuesday
3075.3,Card_Payments,Completed,2024,1,21,7,Sunday
5715.85,Card_Payments,Completed,2024,2,16,11,Friday
8321.88,Bill_Payments,Completed,2024,2,13,5,Tuesday
397.68,Pre_Funding,Completed,2024,1,17,18,Wednesday
8034.65,Card_Payments,Completed,2024,2,16,3,Friday
5231.24,Bill_Payments,Completed,2024,1,6,5,Saturday
7176.9,Pre_Funding,Completed,2024,2,29,9,Thursday
9155.76,Withdrawals,Completed,2024,1,4,8,Thursday
6614.54,Card_Payments,Completed,2024,1,13,13,Saturday
638.05,Withdrawals,Cancelled,2024,2,19,3,Monday
5103.44,Bill_Payments,Cancelled,2024,1,30,11,Tuesday
2824.12,Bill_Payments,Completed,2024,1,19,15,Friday
4338.05,Card_Payments,Cancelled,2024,2,8,18,Thursday
6216.88,Pre_Funding,Pending,2024,1,1,5,Monday
388.72,Withdrawals,Completed,2024,2,22,6,Thursday
77.88,Card_Payments,Refunded,2024,2,5,9,Monday
6311.85,Bill_Payments,Completed,2024,1,8,11,Monday
847.3,Bill_Payments,Completed,2024,2,9,10,Friday
2850.88,Pre_Funding,Completed,2024,1,22,1,Monday
6947.01,Pre_Funding,Completed,2024,1,12,7,Friday
1064.49,Transfers,Completed,2024,2,22,12,Thursday
867.5,Withdrawals,Completed,2024,1,18,3,Thursday
707.64,Transfers,Completed,2024,1,15,14,Monday
3011.32,Withdrawals,Refunded,2024,1,3,17,Wednesday
3658.13,Card_Payments,Completed,2024,1,26,9,Friday
4830.86,Bill_Payments,Completed,2024,1,10,6,Wednesday
9418.95,Pre_Funding,Completed,2024,1,7,23,Sunday
2609.1,Transfers,Pending,2024,2,12,0,Monday
1360.24,Card_Payments,Completed,2024,1,25,22,Thursday
8899.58,Bill_Payments,Completed,2024,2,7,22,Wednesday
7534.89,Pre_Funding,Completed,2024,2,24,0,Saturday
5102.27,Withdrawals,Completed,2024,2,11,4,Sunday
6491.5,Withdrawals,Completed,2024,1,31,16,Wednesday
6675.15,Withdrawals,Completed,2024,1,19,16,Friday
9176.86,Pre_Funding,Completed,2024,2,3,15,Saturday
5033.55,Transfers,Completed,2024,2,21,13,Wednesday
3515.92,Card_Payments,Pending,2024,1,26,6,Friday
2033.17,Transfers,Refunded,2024,1,23,14,Tuesday
6550.59,Card_Payments,Pending,2024,2,8,0,Thursday
2144.14,Withdrawals,Completed,2024,2,18,8,Sunday
